Brand,Store_Number,Store_Name,Ownership_Type,City,State,Country
Starbucks,26135-243089,"Save On Foods Sumas",Licensed,Abbotsford,BC,CA
Starbucks,74876-100963,"Safeway - Abbotsford #88",Licensed,Abbotsford,BC,CA
Starbucks,4623-98618,"Mt. Lehman Centre - Abbotsford","Company Owned",Abbotsford,BC,CA
Starbucks,79692-120228,"Safeway - Aldergrove #165",Licensed,Aldergrove,BC,CA
Starbucks,21731-200386,"SFU - West Mall Building",Licensed,Burnaby,BC,CA
Starbucks,4660-100750,"Tandem - Dawson & Gilmore","Company Owned",Burnaby,BC,CA
Starbucks,79644-107081,"Safeway - Burnaby #44",Licensed,Burnaby,BC,CA
Starbucks,4431-63939,"Brentwood Mall Level 2","Company Owned",Burnaby,BC,CA
Starbucks,29966-256054,"Kingsway - Station Square","Company Owned",Burnaby,BC,CA
Starbucks,74720-96049,"Safeway-Burnaby #42",Licensed,Burnaby,BC,CA
Starbucks,4610-45179,"Metrotown Food Court","Company Owned",Burnaby,BC,CA
Starbucks,4739-103079,"Centrepoint-Kingsway & Miller","Company Owned",Burnaby,BC,CA
Starbucks,4212-1703,"Metrotown Chapters","Company Owned",Burnaby,BC,CA
Starbucks,4821-104450,"Marine Way & Byrne Road","Company Owned",Burnaby,BC,CA
Starbucks,4923-108672,"Lougheed & Holdom","Company Owned",Burnaby,BC,CA
Starbucks,9039-138386,"Lougheed & Willingdon","Company Owned",Burnaby,BC,CA
Starbucks,3067-137671,"Boundary Rd & Canada Way","Company Owned",Burnaby,BC,CA
Starbucks,29914-253954,"Solo District","Company Owned",Burnaby,BC,CA
Starbucks,4453-82766,"Kensington Square","Company Owned",Burnaby,BC,CA
Starbucks,4274-565,"Lougheed Mall","Company Owned",Burnaby,BC,CA
Starbucks,4428-62582,"Metropolis Skytrain","Company Owned",Burnaby,BC,CA
Starbucks,22867-224828,"Simon Fraser University - Cornersto",Licensed,Burnaby,BC,CA
Starbucks,29965-256056,"Station Square Central Blvd.","Company Owned",Burnaby,BC,CA
Starbucks,4873-114186,"Big Bend Crossing - Marine & Byrne","Company Owned",Burnaby,BC,CA
Teavana,28228-250198,"Teavana - Metropolis at Metrotown","Company Owned",Burnaby,BC,CA
Starbucks,4539-94946,"Kingsway & Hall - Highgate Village","Company Owned",Burnaby,BC,CA
Starbucks,74839-99492,"Safeway - Burnaby #121",Licensed,Burnaby,BC,CA
Starbucks,21341-209288,"Fortius Sport and Health",Licensed,Burnaby,BC,CA
Starbucks,127-168,"Carlton Square","Company Owned",Burnaby,BC,CA
Starbucks,4293-556,"Discovery Harbour","Company Owned","Campbell River",BC,CA
Starbucks,4792-106467,"Mariner Square, Campbell River","Company Owned","Campbell River",BC,CA
Starbucks,5031-147306,"Safeway-Castlegar #196",Licensed,Castlegar,BC,CA
Starbucks,4782-105765,"Promontory SC-Vedder & Promontory","Company Owned",Chilliwack,BC,CA
Starbucks,4840-238618,"Edwards Crossing - Yale & Ontario","Company Owned",Chilliwack,BC,CA
Starbucks,189-141,"Salish Plaza - Chilliwack","Company Owned",Chilliwack,BC,CA
Starbucks,4443-76420,"Cottonwood Mall","Company Owned",Chilliwack,BC,CA
Starbucks,74844-96803,"Safeway-Chilliwack #193",Licensed,Chilliwack,BC,CA
Starbucks,16765-160404,"Eagle Landing - Chilliwack","Company Owned",Chilliwack,BC,CA
Starbucks,74898-100956,"Safeway - Chilliwack #99",Licensed,Chilliwack,BC,CA
Starbucks,26373-238617,"Garrison & Vedder","Company Owned",Chilliwack,BC,CA
Starbucks,177-239,"Clearbrook Town Square","Company Owned",Clearbrook,BC,CA
Starbucks,4775-103544,"Cloverdale Crossing-64th & 176th","Company Owned",Cloverdale,BC,CA
Starbucks,4499-91240,"Austin Station","Company Owned",Coquitlam,BC,CA
Starbucks,4421-61619,"Coquitlam Centre","Company Owned",Coquitlam,BC,CA
Starbucks,4825-108844,"Westwood Plateau Village","Company Owned",Coquitlam,BC,CA
Starbucks,167-20,"Pinetree Village","Company Owned",Coquitlam,BC,CA
Starbucks,4435-70260,"Como Lake","Company Owned",Coquitlam,BC,CA
Starbucks,4655-100369,"Eagle Ridge - Lansdowne & Guildford","Company Owned",Coquitlam,BC,CA
Starbucks,136-169,"Prairie Mall","Company Owned",Coquitlam,BC,CA
Starbucks,16715-170124,"United Blvd & Schooner St","Company Owned",Coquitlam,BC,CA
Starbucks,74145-25829,"Safeway-Coquitlam #20",Licensed,Coquitlam,BC,CA
Starbucks,17337-163346,"Crown Isle","Company Owned",Courtenay,BC,CA
Starbucks,4475-89080,"Courtenay Crossing","Company Owned",Courtenay,BC,CA
Starbucks,4894-119405,Cranbrook,"Company Owned",Cranbrook,BC,CA
Starbucks,74943-103267,"Safeway - Cranbrook #2271",Licensed,Cranbrook,BC,CA
Starbucks,27064-246614,"Dawson Creek","Company Owned","Dawson Creek",BC,CA
Starbucks,74974-103270,"Safeway - Dawson Creek #819",Licensed,"Dawson Creek",BC,CA
Starbucks,4615-98529,"Tsawwassen Ferry Terminal","Company Owned",Delta,BC,CA
Starbucks,4483-88804,"Sunshine Hills","Company Owned",Delta,BC,CA
Starbucks,79646-108553,"Safeway - North Delta #14",Licensed,Delta,BC,CA
Starbucks,183-142,Ladner,"Company Owned",Delta,BC,CA
Starbucks,120-171,"Scott & 72nd","Company Owned",Delta,BC,CA
Starbucks,74897-99491,"Safeway - Delta #179",Licensed,Delta,BC,CA
Starbucks,4847-100916,"Beverly Corners at Trans Can Hwy","Company Owned",Duncan,BC,CA
Starbucks,134-200,"Duncan Plaza","Company Owned",Duncan,BC,CA
Starbucks,74469-95981,"Save-on-Foods - Duncan",Licensed,Duncan,BC,CA
Starbucks,26136-242986,"Save On Foods Jasper",Licensed,Edmonton,BC,CA
Starbucks,22729-216504,Fernie,"Company Owned",Fernie,BC,CA
Starbucks,74828-99754,"Safeway - Fort St John #820",Licensed,"Fort St John",BC,CA
Starbucks,4520-213505,"Gibsons Park Plaza","Company Owned",Gibsons,BC,CA
Starbucks,74812-99780,"Safeway Kamloops #89",Licensed,Kamloops,BC,CA
Starbucks,4216-43,"Columbia Place - Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,15686-157767,"Cityview Shopping Centre-Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,4364-6546,"Kamloops Chapters","Company Owned",Kamloops,BC,CA
Starbucks,21339-210884,"Thompson Rivers University",Licensed,Kamloops,BC,CA
Starbucks,74753-97373,"Safeway-Kamloops #56",Licensed,Kamloops,BC,CA
Starbucks,4632-98607,"Columbia St & 3rd Ave - Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,4691-99966,"Summit Ctre - Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,4975-132024,"Valleyview SC - Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,4913-101291,"Northills SC - Kamloops","Company Owned",Kamloops,BC,CA
Starbucks,138-23,"Mission Park","Company Owned",Kelowna,BC,CA
Starbucks,79563-103174,"Safeway - Kelowna #170",Licensed,Kelowna,BC,CA
Teavana,28655-250203,"Teavana - Orchard Park","Company Owned",Kelowna,BC,CA
Starbucks,4641-99593,"Mission Creek Plaza-Kelowna","Company Owned",Kelowna,BC,CA
Starbucks,4852-100915,"Harvey & Gordon-Kelowna","Company Owned",Kelowna,BC,CA
Starbucks,140-2120,"Orchard Park Chapters","Company Owned",Kelowna,BC,CA
Starbucks,4866-113885,"Guisachan Village","Company Owned",Kelowna,BC,CA
Starbucks,4482-89003,"Central Park - Kelowna","Company Owned",Kelowna,BC,CA
Starbucks,4398-28347,"Bernard & Pandosy","Company Owned",Kelowna,BC,CA
Starbucks,4100-132104,"Kelowna Airport Business Park","Company Owned",Kelowna,BC,CA
Starbucks,4640-99641,"Hwy 97 at Leathead-Kelowna","Company Owned",Kelowna,BC,CA
Starbucks,4201-209164,"Rutland Crossing","Company Owned",Kelowna,BC,CA
Starbucks,5077-140164,"Aramark University of British Colum",Licensed,Kelowna,BC,CA
Starbucks,74774-97794,"Safeway-Kelowna #7",Licensed,Kelowna,BC,CA
Starbucks,18727-181424,"Brandt's Creek Crossing","Company Owned",Kelowna,BC,CA
Starbucks,70369-128724,"Save-on-Foods - Ladysmith",Licensed,Ladysmith,BC,CA
Starbucks,17772-182189,"Cascades Casino, Coast Hotel & Conv",Licensed,Langely,BC,CA
Starbucks,4422-64599,"Millstream & McCallum","Company Owned",Langford,BC,CA
Starbucks,4658-100562,"Hull's Corner-Jacklin & Langford","Company Owned",Langford,BC,CA
Starbucks,4785-104821,"Langford Centre","Company Owned",Langford,BC,CA
Starbucks,4713-100741,"Thunderbird - 200th & 88th","Company Owned",Langley,BC,CA
Starbucks,15166-151569,"Willowbrook Shopping Centre","Company Owned",Langley,BC,CA
Starbucks,4577-96689,"Valley Centre","Company Owned",Langley,BC,CA
Starbucks,4299-1378,"Langley / Chapters","Company Owned",Langley,BC,CA
Starbucks,4481-89662,"208th & Fraser - Langley","Company Owned",Langley,BC,CA
Starbucks,4721-103479,"Brookswood Village-200th & 40th","Company Owned",Langley,BC,CA
Starbucks,4726-101459,"200th St & 86th Ave D/T-Langley","Company Owned",Langley,BC,CA
Starbucks,74754-97377,"Safeway-Langley #59",Licensed,Langley,BC,CA
Starbucks,4231-39,"Walnut Grove","Company Owned",Langley,BC,CA
Starbucks,74461-95602,"Safeway-Langley #43",Licensed,Langley,BC,CA
Starbucks,4558-95730,"Jericho Corner Shopping Centre","Company Owned",Langley,BC,CA
Starbucks,27236-246106,"Langley City Square","Company Owned",Langley,BC,CA
Starbucks,4727-103669,"Dewdney Trunk & 240th","Company Owned","Maple Ridge",BC,CA
Starbucks,147-19,"Valley Fair Mall","Company Owned","Maple Ridge",BC,CA
Starbucks,4529-94428,"Dewdney & 227th - Maple Ridge","Company Owned","Maple Ridge",BC,CA
Starbucks,195-954,"Westgate Cntr/Mpl Rdg","Company Owned","Maple Ridge",BC,CA
Starbucks,74146-28935,"Safeway-Maple Ridge #198",Licensed,"Maple Ridge",BC,CA
Starbucks,4826-108633,"DeWolf & Voght - Merritt","Company Owned",Merritt,BC,CA
Starbucks,79694-120227,"Safeway Mission  - #142",Licensed,Mission,BC,CA
Starbucks,4345-791,"Mission Junction Shopping Center","Company Owned",Mission,BC,CA
Starbucks,4987-133207,"Metral Station - Nanaimo","Company Owned",Nanaimo,BC,CA
Starbucks,4741-100791,"Terminal SC @ Princess Ave-Nanaimo","Company Owned",Nanaimo,BC,CA
Starbucks,4989-133209,"University Village - Nanaimo","Company Owned",Nanaimo,BC,CA
Starbucks,4964-133208,"Departure Bay Ferry Terminal","Company Owned",Nanaimo,BC,CA
Starbucks,16811-163345,"Port Place Mall-Nanaimo","Company Owned",Nanaimo,BC,CA
Starbucks,4554-95426,"Country Club Centre","Company Owned",Nanaimo,BC,CA
Starbucks,4393-22801,"Woodgrove Chapters","Company Owned",Nanaimo,BC,CA
Starbucks,74845-100503,"Safeway - Nelson #133",Licensed,Nelson,BC,CA
Starbucks,79718-128727,"Safeway-New Westminster #58",Licensed,"New Westminster",BC,CA
Starbucks,4810-107004,"E. Columbia & Sherbrooke","Company Owned","New Westminster",BC,CA
Starbucks,16633-168428,"Safeway-New Westminster #82",Licensed,"New Westminster",BC,CA
Starbucks,181-233,"Westminster Mall","Company Owned","New Westminster",BC,CA
Starbucks,17113-113925,"Shops at NewWest","Company Owned","New Westminster",BC,CA
Starbucks,137-22,"Royal Square","Company Owned","New Westminster",BC,CA
Starbucks,4599-96885,"Queensborough Landing","Company Owned","New Westminster",BC,CA
Starbucks,19783-136269,"The Brewery District-New West","Company Owned","New Westminster",BC,CA
Starbucks,74889-99486,"Save-on-Food - New Westminster",Licensed,"New Westminster",BC,CA
Starbucks,7149-136086,"Columbia Square Plaza","Company Owned","New Westminster",BC,CA
Starbucks,4204-31,"6th & Columbia","Company Owned","New Westminster",BC,CA
Starbucks,182-143,"13th & Lonsdale","Company Owned","North Vancouver",BC,CA
Starbucks,161-190,"Park & Tilford","Company Owned","North Vancouver",BC,CA
Starbucks,172-237,"Lynn Valley","Company Owned","North Vancouver",BC,CA
Starbucks,79607-97796,"Safeway-North Vancouver #23",Licensed,"North Vancouver",BC,CA
Starbucks,4919-125004,"1331 Main Street","Company Owned","North Vancouver",BC,CA
Starbucks,4728-103755,"Lonsdale Ave & 17th","Company Owned","North Vancouver",BC,CA
Starbucks,4440-75600,"Capilano Mall","Company Owned","North Vancouver",BC,CA
Starbucks,4563-96073,"Lonsdale Quay","Company Owned","North Vancouver",BC,CA
Starbucks,74965-103271,"Safeway - North Vancouver #162",Licensed,"North Vancouver",BC,CA
Starbucks,180-240,"Deep Cove","Company Owned","North Vancouver",BC,CA
Starbucks,170-49,Edgemont,"Company Owned","North Vancouver",BC,CA
Starbucks,4714-101455,"Lonsdale & 29th","Company Owned","North Vancouver",BC,CA
Starbucks,141-227,"Pemberton Plaza","Company Owned","North Vancouver",BC,CA
Starbucks,4707-101288,"Lonsdale Ave & 3rd St","Company Owned","North Vancouver",BC,CA
Starbucks,4643-99833,"Island Hwy & Mills Rd","Company Owned",Parksville,BC,CA
Starbucks,74378-92181,"Safeway-Penticton #153",Licensed,Penticton,BC,CA
Starbucks,4616-98531,"Main St & Front St - Penticton","Company Owned",Penticton,BC,CA
Starbucks,4224-44,"Cherry Lane - Penticton","Company Owned",Penticton,BC,CA
Starbucks,4972-104887,"Hwy 97 & Riverside Dr - Penticton","Company Owned",Penticton,BC,CA
Starbucks,4269-1257,Meadowvale,"Company Owned","Pitt Meadows",BC,CA
Starbucks,4686-99705,"Pacific Rim Station-Pt Alberni D/T","Company Owned","Port Alberni",BC,CA
Starbucks,4415-45260,"Shaughnessy Street","Company Owned","Port Coquitlam",BC,CA
Starbucks,18235-152330,"Fremont Village - Coquitlam","Company Owned","Port Coquitlam",BC,CA
Starbucks,4682-100790,"Oxford & Lougheed","Company Owned","Port Coquitlam",BC,CA
Starbucks,74462-95599,"Safeway-Port Coquitlam #93",Licensed,"Port Coquitlam",BC,CA
Starbucks,27291-246105,"Broadway Junction","Company Owned","Port Coquitlam",BC,CA
Starbucks,4895-104704,"Suter Brook Village","Company Owned","Port Moody",BC,CA
Starbucks,143-17,"Heritage Mountain","Company Owned","Port Moody",BC,CA
Starbucks,126-170,"Port Moody","Company Owned","Port Moody",BC,CA
Starbucks,79575-106737,"Safeway - Powell River #182",Licensed,"Powell River",BC,CA
Starbucks,4705-101307,"Town Ctr Mall-Powell River","Company Owned","Powell River",BC,CA
Starbucks,4419-58659,Spruceland,"Company Owned","Prince George",BC,CA
Starbucks,4590-97211,"West Central & 15th Avenue - PG","Company Owned","Prince George",BC,CA
Starbucks,4452-79463,"College Heights","Company Owned","Prince George",BC,CA
Starbucks,4042-138017,"Ramada Plaza Prince George",Licensed,"Prince George",BC,CA
Starbucks,4746-101457,"Pine Ctre -Prince George","Company Owned","Prince George",BC,CA
Starbucks,74759-97791,"Safeway-Prince Rupert #78",Licensed,"Prince Rupert",BC,CA
Starbucks,70370-128726,"Safeway-Quesnel #71",Licensed,Quesnel,BC,CA
Starbucks,25806-242506,"Revelstoke Trans Canada","Company Owned",Revelstoke,BC,CA
Starbucks,79539-97379,"Safeway-Richmond #191",Licensed,Richmond,BC,CA
Starbucks,4429-65420,"Ironwood Plaza","Company Owned",Richmond,BC,CA
Starbucks,163-250,Ackroyd,"Company Owned",Richmond,BC,CA
Starbucks,4687-100789,"Steveston - No. 1 & Bayview","Company Owned",Richmond,BC,CA
Starbucks,72345-6248,"YVR Vancouver Flagship, Level 3",Licensed,Richmond,BC,CA
Starbucks,4466-86440,"Bridgeport & Sweden","Company Owned",Richmond,BC,CA
Starbucks,4849-103752,"Bridgeport & No 3 Road","Company Owned",Richmond,BC,CA
Starbucks,2026-107084,"Sherton Vancouver Airport",Licensed,Richmond,BC,CA
Starbucks,72416-3788,"YVR Vancouver Pier C",Licensed,Richmond,BC,CA
Starbucks,178-78,Blundell,"Company Owned",Richmond,BC,CA
Starbucks,75952-106531,"YVR West Chevron",Licensed,Richmond,BC,CA
Starbucks,72343-6246,"YVR Vancouver Main/DTB",Licensed,Richmond,BC,CA
Teavana,28460-250202,"Teavana - Richmond Centre","Company Owned",Richmond,BC,CA
Starbucks,125-167,"Richlea Square","Company Owned",Richmond,BC,CA
Starbucks,4349-1305,"No.1 & Westminster /TerraNova","Company Owned",Richmond,BC,CA
Starbucks,3646-142867,"YVR Concourse A Gate A2",Licensed,Richmond,BC,CA
Starbucks,72112-2995,"Richmond Hospital/Lobby",Licensed,Richmond,BC,CA
Starbucks,72346-6249,"YVR Vancouver US Departures",Licensed,Richmond,BC,CA
Starbucks,79604-107924,"Safeway - Richmond #138",Licensed,Richmond,BC,CA
Starbucks,4426-63922,"Richmond Centre","Company Owned",Richmond,BC,CA
Starbucks,79781-133528,"Save-on-Foods - Tillicum Victoria",Licensed,Saanich,BC,CA
Starbucks,25625-240506,"Gateway Village Saanich","Company Owned",Saanich,BC,CA
Starbucks,17191-176384,"Piccadilly Mall - Salmon Arm","Company Owned","Salmon Arm",BC,CA
Starbucks,4673-99704,"Tsain-Ko Village Sechelt","Company Owned",Sechelt,BC,CA
Starbucks,74955-103265,"Save-on-Foods - Sidney",Licensed,Sidney,BC,CA
Starbucks,4262-779,Sidney,"Company Owned",Sidney,BC,CA
Starbucks,16202-168426,"Compass-Victoria International Airp",Licensed,Sidney,BC,CA
Starbucks,79648-107923,"Safeway - Smithers #144",Licensed,Smithers,BC,CA
Starbucks,194-140,Whiterock,"Company Owned","South Surrey",BC,CA
Starbucks,4560-95697,"Garibaldi Village - Squamish","Company Owned",Squamish,BC,CA
Starbucks,4243-41,Squamish,"Company Owned",Squamish,BC,CA
Starbucks,74729-97793,"Safeway-Surrey #92",Licensed,Surrey,BC,CA
Teavana,28336-250169,"Teavana - Guildford Town Centre","Company Owned",Surrey,BC,CA
Starbucks,70382-128708,"Safeway-Surrey #1",Licensed,Surrey,BC,CA
Starbucks,139-24,Cloverdale,"Company Owned",Surrey,BC,CA
Starbucks,79695-115465,"Safeway - Surrey #184",Licensed,Surrey,BC,CA
Starbucks,4593-97123,"Tribeca - 152nd & KGB","Company Owned",Surrey,BC,CA
Starbucks,142-25,"Ocean Park","Company Owned",Surrey,BC,CA
Starbucks,18290-186230,"Morgan Crossing","Company Owned",Surrey,BC,CA
Starbucks,21565-204745,"Surrey Park Place","Company Owned",Surrey,BC,CA
Starbucks,4811-104761,"108th & 160th - Fraser Heights","Company Owned",Surrey,BC,CA
Starbucks,4976-128764,"Nordel Annex - Nordel & 120th","Company Owned",Surrey,BC,CA
Starbucks,74757-97374,"Safeway-Surrey #47",Licensed,Surrey,BC,CA
Starbucks,4406-29575,"South Surrey Power Centre","Company Owned",Surrey,BC,CA
Starbucks,4783-100748,"Panorama Village -Hwy 10 & 152nd","Company Owned",Surrey,BC,CA
Starbucks,19771-170812,"Guildford Town Centre Level 1","Company Owned",Surrey,BC,CA
Starbucks,144-16,"Newton Village","Company Owned",Surrey,BC,CA
Starbucks,17256-103543,"Brick Yard Station - Cloverdale","Company Owned",Surrey,BC,CA
Starbucks,4468-84041,"10174 152nd St - Guildford","Company Owned",Surrey,BC,CA
Starbucks,22435-204730,"City Centre 1","Company Owned",Surrey,BC,CA
Starbucks,4715-101540,"Cedar Hills-96th & 128th","Company Owned",Surrey,BC,CA
Starbucks,4473-190624,"Guildford Town Centre Level 2","Company Owned",Surrey,BC,CA
Starbucks,4596-97669,"Alder Crossing - 148th & KGH","Company Owned",Surrey,BC,CA
Starbucks,74758-97376,"Safeway-Surrey #62",Licensed,Surrey,BC,CA
Starbucks,4255-961,"London Station","Company Owned",Surrey,BC,CA
Starbucks,4620-97785,"Clayton Crossing","Company Owned",Surrey,BC,CA
Starbucks,4105-119524,"Fraser Hwy & 159th","Company Owned",Surrey,BC,CA
Starbucks,4941-104025,"Central City Shopping Centre","Company Owned",Surrey,BC,CA
Starbucks,4865-104880,"Indigo at Grandview Corners","Company Owned",Surrey,BC,CA
